"Date","StateOfOccurrence","Location","Model","Registration","Operator","StateOfOperator","StateOfRegistry","FlightPhase","Class","Fatalities","Over2250","Over5700","ScheduledCommercial","InjuryLevel","TypeDesignator","Helicopter","Airplane","Engines","EngineType","Official","OccCats","Risk","Year"
"""2021-08-06T00:00:00.000Z""","","Charlotte","A319","N826AW","American",,"USA","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2021
"""2021-08-06T00:00:00.000Z""","","Vancouver","B38M","C-FSJH","Canada",,"CAN","","Incident","",true,true,"","","B38M",false,true,2,"Jet","","[]","",2021
"""2021-08-06T00:00:00.000Z""","","London","B763","C-GCIJ","Cargojet",,"CAN","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2021
"""2021-08-07T00:00:00.000Z""","","Amsterdam","E175","PH-EXU","KLM Cityhopper",,"NLD","","Incident","",false,false,"","","C175",false,true,1,"Piston","","[]","",2021
"""2021-08-07T00:00:00.000Z""","","Newark","A333","TC-JNI","THY",,"TUR","","Incident","",true,true,"","","A333",false,true,2,"Jet","","[]","",2021
"""2021-08-07T00:00:00.000Z""","","Seattle","A21N","N921VA","Alaska",,"USA","","Incident","",true,true,"","","A21N",false,true,2,"Jet","","[]","",2021
"""2021-08-07T00:00:00.000Z""","","Bismarck","CRJ2","N910EV","Skywest",,"USA","","Incident","",true,true,"","","CRJ2",false,true,2,"Jet","","[]","",2021
"""2021-08-08T00:00:00.000Z""","","Pacific","A333","N808NW","Delta",,"USA","","Incident","",true,true,"","","A333",false,true,2,"Jet","","[]","",2021
"""2021-08-08T00:00:00.000Z""","","Houston","A319","N521NK","Spirit",,"USA","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2021
"""2021-08-09T00:00:00.000Z""","VEN"," within Jes�s Mar�a Sempr�n","Gulfstream American G-1159A Gulfstream III","XB-OZA","private","","MEX","Standing","",0,true,true,false,"","GLF2",false,true,2,"Jet","","[]","",2021
"""2021-08-09T00:00:00.000Z""","","Marseille","A318","F-GUGQ","France",,"FRA","","Incident","",true,true,"","","A318",false,true,2,"Jet","","[]","",2021
"""2021-08-09T00:00:00.000Z""","","Zurich","B763","N651UA","United",,"USA","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2021
"""2021-08-10T00:00:00.000Z""","","Budapest","A320","OY-RUZ","DAT",,"DNK","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-08-11T00:00:00.000Z""","","Newark","B78X","N14011","United",,"USA","","Incident","",true,true,"","","B78X",false,true,2,"Jet","","[]","",2021
"""2021-08-11T00:00:00.000Z""","","Moscow","SU95","RA-89057","Rossiya",,"RUS","","Incident","",true,true,"","","SU95",false,true,2,"Jet","","[]","",2021
"""2021-08-11T00:00:00.000Z""","","Porto","CRJX","9H-LOJ","Medavia",,"MLT","","Incident","",true,true,"","","CRJX",false,true,2,"Jet","","[]","",2021
"""2021-08-11T00:00:00.000Z""","","Neuquen","B738","LV-FWS","Argentinas",,"ARG","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-08-11T00:00:00.000Z""","","Oslo","B738","LN-ENN","Norwegian Shuttle",,"NOR","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-08-12T00:00:00.000Z""","","Karachi","A320","AP-BLU","PIA",,"PAK","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-08-12T00:00:00.000Z""","","Manchester","B789","ET-AXL","Ethiopian",,"ETH","","Incident","",true,true,"","","B789",false,true,2,"Jet","","[]","",2021
"""2021-08-12T00:00:00.000Z""","","Moscow","A359","VP-BXP","Aeroflot",,"BMU","","Incident","",true,true,"","","A359",false,true,2,"Jet","","[]","",2021
"""2021-08-13T00:00:00.000Z""","","Gdansk","DH8D","SP-EQL","LOT",,"POL","","Incident","",true,true,"","","DH8D",false,true,2,"Turboprop","","[]","",2021
"""2021-08-13T00:00:00.000Z""","","Samara","B734","VQ-BIC","UTAir",,"BMU","","Incident","",true,true,"","","B734",false,true,2,"Jet","","[]","",2021
"""2021-08-13T00:00:00.000Z""","","Syktyvkar","B737","VQ-BBI","Smartavia",,"BMU","","Incident","",true,true,"","","B737",false,true,2,"Jet","","[]","",2021
"""2021-08-13T00:00:00.000Z""","","Paris","B753","TF-FIX","Iceland",,"ISL","","Incident","",true,true,"","","B753",false,true,2,"Jet","","[]","",2021
"""2021-08-14T00:00:00.000Z""","","St. Petersburg","SU95","RA-89127","Rossiya",,"RUS","","Incident","",true,true,"","","SU95",false,true,2,"Jet","","[]","",2021
"""2021-08-14T00:00:00.000Z""","","Jeju","B738","HL8089","Jeju",,"KOR","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-08-14T00:00:00.000Z""","","Novosibirsk","A332","EI-GCU","I-Fly",,"IRL","","Incident","",true,true,"","","A332",false,true,2,"Jet","","[]","",2021
"""2021-08-15T00:00:00.000Z""","","Moscow","B738","VQ-BFX","Atran",,"BMU","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-08-15T00:00:00.000Z""","","Londonderry","A333","LN-RKM","SAS",,"NOR","","Incident","",true,true,"","","A333",false,true,2,"Jet","","[]","",2021
"""2021-08-15T00:00:00.000Z""","","Panama City","B772","A7-BFX","Qatar",,"QAT","","Incident","",true,true,"","","B772",false,true,2,"Jet","","[]","",2021
"""2021-08-15T00:00:00.000Z""","","Oujda","B738","CN-RNP","RAM",,"MAR","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-08-16T00:00:00.000Z""","","Winnipeg","A320","C-FGKH","Canada",,"CAN","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-08-16T00:00:00.000Z""","","Fort Lauderdale and Miami","B734","N807TJ","iAero",,"USA","","Incident","",true,true,"","","B734",false,true,2,"Jet","","[]","",2021
"""2021-08-16T00:00:00.000Z""","","Porto Velho","B38M","PR-XMC","GOL",,"BRA","","Incident","",true,true,"","","B38M",false,true,2,"Jet","","[]","",2021
"""2021-08-16T00:00:00.000Z""","","Atlantic","B789","G-VNEW","Virgin Atlantic",,"GBR","","Incident","",true,true,"","","B789",false,true,2,"Jet","","[]","",2021
"""2021-08-17T00:00:00.000Z""","","Zurich","A320","HB-JJL","Edelweiss",,"CHE","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-08-17T00:00:00.000Z""","","Belem","B734","PR-AJY","Azul",,"BRA","","Incident","",true,true,"","","B734",false,true,2,"Jet","","[]","",2021
"""2021-08-17T00:00:00.000Z""","","Milan","A124","UR-82027","Antonov",,"UKR","","Incident","",true,true,"","","A124",false,true,4,"Jet","","[]","",2021
"""2021-08-18T00:00:00.000Z""","","Sao Paulo","A20N","PR-YRE","Azul",,"BRA","","Incident","",true,true,"","","A20N",false,true,2,"Jet","","[]","",2021
"""2021-08-18T00:00:00.000Z""","","Montreal","B732","C-GNLN","Nolinor",,"CAN","","Incident","",true,true,"","","B732",false,true,2,"Jet","","[]","",2021
"""2021-08-18T00:00:00.000Z""","","Charlotte","CRJ7","N516AE","PSA",,"USA","","Incident","",true,true,"","","CRJ7",false,true,2,"Jet","","[]","",2021
"""2021-08-19T00:00:00.000Z""","","La Crosse","CRJ2","N447SW","Skywest",,"USA","","Incident","",true,true,"","","CRJ2",false,true,2,"Jet","","[]","",2021
"""2021-08-19T00:00:00.000Z""","","Portland","CRJ9","N580NN","PSA",,"USA","","Incident","",true,true,"","","CRJ9",false,true,2,"Jet","","[]","",2021
"""2021-08-19T00:00:00.000Z""","","London","B738","EI-EVO","Ryanair",,"IRL","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-08-20T00:00:00.000Z""","","Dallas","A321","N122NN","American",,"USA","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2021
"""2021-08-20T00:00:00.000Z""","","Karachi","B742","EX-47002","Aerostan",,"KGZ","","Incident","",true,true,"","","B742",false,true,4,"Jet","","[]","",2021
"""2021-08-20T00:00:00.000Z""","","Salt Lake City","B738","N3767","Delta",,"USA","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-08-20T00:00:00.000Z""","","Prague","CRJ9","D-ACNP","Lufthansa Cityline",,"DEU","","Incident","",true,true,"","","CRJ9",false,true,2,"Jet","","[]","",2021
"""2021-08-20T00:00:00.000Z""","","Boston","B752","N727TW","Delta",,"USA","","Incident","",true,true,"","","B752",false,true,2,"Jet","","[]","",2021
"""2021-08-21T00:00:00.000Z""","","Mitu","B732","HK-5026","Aerosucre",,"COL","","Incident","",true,true,"","","B732",false,true,2,"Jet","","[]","",2021
"""2021-08-21T00:00:00.000Z""","","Moscow","B788","UK78701","Uzbekistan",,"UZB","","Incident","",true,true,"","","B788",false,true,2,"Jet","","[]","",2021
"""2021-08-21T00:00:00.000Z""","","Budapest","B738","HA-LKG","Smartwings",,"HUN","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-08-22T00:00:00.000Z""","","Chicago","E175","N242NN","Envoy",,"USA","","Incident","",true,true,"","","E75L",false,true,2,"Jet","","[]","",2021
"""2021-08-22T00:00:00.000Z""","","Charlottetown","E175","C-FRQM","Jazz",,"CAN","","Incident","",true,true,"","","E75L",false,true,2,"Jet","","[]","",2021
"""2021-08-22T00:00:00.000Z""","","Cork","B738","EI-EKD","Ryanair",,"IRL","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-08-23T00:00:00.000Z""","","George","CRJ2","ZS-CMG","CemAir",,"ZAF","","Incident","",true,true,"","","CRJ2",false,true,2,"Jet","","[]","",2021
"""2021-08-24T00:00:00.000Z""","","Boston","A320","N503JB","Jetblue",,"USA","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-08-24T00:00:00.000Z""","","Sarasota","E175","N130HQ","Republic",,"USA","","Incident","",false,false,"","","C175",false,true,1,"Piston","","[]","",2021
"""2021-08-25T00:00:00.000Z""","","East London","B734","ZS-JRE","Safair",,"ZAF","","Incident","",true,true,"","","B734",false,true,2,"Jet","","[]","",2021
"""2021-08-25T00:00:00.000Z""","","Ufa","AT72","VQ-BLD","UTAir",,"BMU","","Incident","",true,true,"","","AT72",false,true,2,"Turboprop","","[]","",2021
"""2021-08-26T00:00:00.000Z""","","Tunis","B736","TS-IOK","Tunis",,"TUN","","Incident","",true,true,"","","B736",false,true,2,"Jet","","[]","",2021
"""2021-08-26T00:00:00.000Z""","","Frankfurt","B748","VP-BBP","AirbridgeCargo",,"BMU","","Incident","",true,true,"","","B748",false,true,4,"Jet","","[]","",2021
"""2021-08-26T00:00:00.000Z""","","Kabul","A320","YR-SEA","Star East",,"ROU","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-08-27T00:00:00.000Z""","","Vancouver","DH8A","C-GWRI","Aspire",,"CAN","","Incident","",true,true,"","","DH8A",false,true,2,"Turboprop","","[]","",2021
"""2021-08-27T00:00:00.000Z""","","Vancouver","B752","C-GCJT","Cargojet",,"CAN","","Incident","",true,true,"","","B752",false,true,2,"Jet","","[]","",2021
"""2021-08-27T00:00:00.000Z""","","Nagpur","B738","S2-AEW","Biman",,"BGD","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-08-27T00:00:00.000Z""","","Krasnodar","A319","VQ-BAQ","Rossiya",,"BMU","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2021
"""2021-08-27T00:00:00.000Z""","","Thunder Bay","B38M","C-GZSG","Westjet",,"CAN","","Incident","",true,true,"","","B38M",false,true,2,"Jet","","[]","",2021
"""2021-08-28T00:00:00.000Z""","","Portland","B738","N8502Z","Southwest",,"USA","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-08-28T00:00:00.000Z""","","New York","A332","OO-AIR","Belgium",,"BEL","","Incident","",true,true,"","","A332",false,true,2,"Jet","","[]","",2021
"""2021-08-28T00:00:00.000Z""","","New York","A333","N819NW","Delta",,"USA","","Incident","",true,true,"","","A333",false,true,2,"Jet","","[]","",2021
"""2021-08-28T00:00:00.000Z""","","Las Vegas","A321","N582UW","American",,"USA","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2021
"""2021-08-28T00:00:00.000Z""","","Dallas","A319","N836AW","American",,"USA","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2021
"""2021-08-29T00:00:00.000Z""","","Tokyo","B763","C-GUAJ","Cargojet",,"CAN","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2021
"""2021-08-29T00:00:00.000Z""","","Kuala Namu","A333","PK-LEL","Batik",,"IDN","","Incident","",true,true,"","","A333",false,true,2,"Jet","","[]","",2021
"""2021-08-29T00:00:00.000Z""","","Dallas","A320","N122US","American",,"USA","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-08-30T00:00:00.000Z""","","Iasi","A321","9H-SLG","Smartlynx Malta",,"MLT","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2021
"""2021-08-31T00:00:00.000Z""","","Rio de Janeiro","B738","PR-GUF","GOL",,"BRA","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-08-31T00:00:00.000Z""","","enroute","B788","C-GHPV","Canada",,"CAN","","Incident","",true,true,"","","B788",false,true,2,"Jet","","[]","",2021
"""2021-08-31T00:00:00.000Z""","","Louisville","B752","N469UP","UPS",,"USA","","Incident","",true,true,"","","B752",false,true,2,"Jet","","[]","",2021
"""2021-09-01T00:00:00.000Z""","","Porto Alegre","AT72","PR-AKC","Azul",,"BRA","","Incident","",true,true,"","","AT72",false,true,2,"Turboprop","","[]","",2021
"""2021-09-02T00:00:00.000Z""","","Spokane","B752","N403UP","UPS",,"USA","","Incident","",true,true,"","","B752",false,true,2,"Jet","","[]","",2021
"""2021-09-03T00:00:00.000Z""","","Cincinnati","B752","C-GIAJ","Cargojet",,"CAN","","Incident","",true,true,"","","B752",false,true,2,"Jet","","[]","",2021
"""2021-09-03T00:00:00.000Z""","","Accra","B773","PH-BVK","KLM",,"NLD","","Incident","",true,true,"","","B773",false,true,2,"Jet","","[]","",2021
"""2021-09-03T00:00:00.000Z""","","Moscow","SU95","RA-89046","Rossiya",,"RUS","","Incident","",true,true,"","","SU95",false,true,2,"Jet","","[]","",2021
"""2021-09-04T00:00:00.000Z""","","Lviv","A320","HA-LPW","Wizz",,"HUN","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-09-04T00:00:00.000Z""","","Palma Mallorca","CRJX","EC-LJS","Nostrum",,"ESP","","Incident","",true,true,"","","CRJX",false,true,2,"Jet","","[]","",2021
"""2021-09-05T00:00:00.000Z""","","Tbilisi","B738","4L-TGC","Georgian",,"GEO","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-09-05T00:00:00.000Z""","","San Antonio","B789","C-FNOH","Canada",,"CAN","","Incident","",true,true,"","","B789",false,true,2,"Jet","","[]","",2021
"""2021-09-05T00:00:00.000Z""","","Dublin","A333","EI-FNG","Lingus",,"IRL","","Incident","",true,true,"","","A333",false,true,2,"Jet","","[]","",2021
"""2021-09-06T00:00:00.000Z""","","Guwahati","A20N","VT-IZF","Indigo",,"IND","","Incident","",true,true,"","","A20N",false,true,2,"Jet","","[]","",2021
"""2021-09-07T00:00:00.000Z""","","Halifax","DH8D","C-GJZX","Jazz",,"CAN","","Incident","",true,true,"","","DH8D",false,true,2,"Turboprop","","[]","",2021
"""2021-09-07T00:00:00.000Z""","","Toronto","BCS3","C-GMZN","Canada",,"CAN","","Incident","",true,true,"","","BCS3",false,true,2,"Jet","","[]","",2021
"""2021-09-07T00:00:00.000Z""","","Columbus","B738","N3740C","Delta",,"USA","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-09-07T00:00:00.000Z""","","Duluth","E175","N641RW","Republic",,"USA","","Incident","",false,false,"","","C175",false,true,1,"Piston","","[]","",2021
"""2021-09-08T00:00:00.000Z""","","Sao Paulo","B738","PR-GGP","Gol",,"BRA","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-09-08T00:00:00.000Z""","","Moscow","A320","VP-BCZ","S7",,"BMU","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-09-08T00:00:00.000Z""","","Bucharest","B738","SP-RKK","Ryanair Sun",,"POL","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-09-08T00:00:00.000Z""","","Istanbul","A333","TC-JOB","THY",,"TUR","","Incident","",true,true,"","","A333",false,true,2,"Jet","","[]","",2021
"""2021-09-09T00:00:00.000Z""","","Oradea","AT72","YR-ATJ","TAROM",,"ROU","","Incident","",true,true,"","","AT72",false,true,2,"Turboprop","","[]","",2021
"""2021-09-09T00:00:00.000Z""","","Edinburgh","B735","LY-FLT","Klasjet",,"LTU","","Incident","",true,true,"","","B735",false,true,2,"Jet","","[]","",2021
"""2021-09-10T00:00:00.000Z""","","Olbia","A320","I-BIKO","Alitalia",,"ITA","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-09-10T00:00:00.000Z""","","Antalya","B752","VQ-BEY","Azur",,"BMU","","Incident","",true,true,"","","B752",false,true,2,"Jet","","[]","",2021
"""2021-09-10T00:00:00.000Z""","","Edmonton","B773","VQ-BUC","Aeroflot",,"BMU","","Incident","",true,true,"","","B773",false,true,2,"Jet","","[]","",2021
"""2021-09-10T00:00:00.000Z""","","Vienna","A321","OE-LBE","Austrian",,"AUT","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2021
"""2021-09-11T00:00:00.000Z""","","Aberdeen","B738","G-FDZF","TUI","","GBR","","Report","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-09-11T00:00:00.000Z""","","Amsterdam","E175","PH-EXP","KLM Cityhopper",,"NLD","","Incident","",false,false,"","","C175",false,true,1,"Piston","","[]","",2021
"""2021-09-11T00:00:00.000Z""","","Calgary","DH8D","C-GENM","Westjet Encore",,"CAN","","Incident","",true,true,"","","DH8D",false,true,2,"Turboprop","","[]","",2021
"""2021-09-11T00:00:00.000Z""","","Lisbon","A320","CS-TNJ","TAP",,"PRT","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-09-11T00:00:00.000Z""","","Lisbon","A21N","CS-TXA","TAP",,"PRT","","Incident","",true,true,"","","A21N",false,true,2,"Jet","","[]","",2021
"""2021-09-11T00:00:00.000Z""","","Krasnojarsk","B763","RA-73034","Azur",,"RUS","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2021
"""2021-09-12T00:00:00.000Z""","","San Francisco","BCS3","C-GJYI","Canada",,"CAN","","Incident","",true,true,"","","BCS3",false,true,2,"Jet","","[]","",2021
"""2021-09-12T00:00:00.000Z""","","Berlin","E190","PH-EZY","KLM Cityhopper",,"NLD","","Incident","",true,true,"","","E190",false,true,2,"Jet","","[]","",2021
"""2021-09-12T00:00:00.000Z""","","Ekaterinburg","A321","VQ-BKG","Ural",,"BMU","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2021
"""2021-09-13T00:00:00.000Z""","","Katowice","B734","EI-STL","ASL Ireland",,"IRL","","Incident","",true,true,"","","B734",false,true,2,"Jet","","[]","",2021
"""2021-09-13T00:00:00.000Z""","","Sao Paulo","B772","TC-LJM","THY",,"TUR","","Incident","",true,true,"","","B772",false,true,2,"Jet","","[]","",2021
"""2021-09-14T00:00:00.000Z""","","La Grande Riviere","B732","C-GSPW","Inuit",,"CAN","","Incident","",true,true,"","","B732",false,true,2,"Jet","","[]","",2021
"""2021-09-14T00:00:00.000Z""","","Cologne","B748","N614UP","UPS",,"USA","","Incident","",true,true,"","","B748",false,true,4,"Jet","","[]","",2021
"""2021-09-14T00:00:00.000Z""","","Raipur","A320","VT-EXB","India",,"IND","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-09-14T00:00:00.000Z""","","Ferguson Lake","DHC7","C-GCEV","Tindi",,"CAN","","Incident","",true,true,"","","DHC7",false,true,4,"Turboprop","","[]","",2021
"""2021-09-15T00:00:00.000Z""","","Munich","A359","D-AIXK","Lufthansa",,"DEU","","Incident","",true,true,"","","A359",false,true,2,"Jet","","[]","",2021
"""2021-09-15T00:00:00.000Z""","","St. Petersburg","A319","VQ-BAS","Rossiya",,"BMU","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2021
"""2021-09-15T00:00:00.000Z""","","Big Trout Lake","DH8A","C-FABA","Wasaya",,"CAN","","Incident","",true,true,"","","DH8A",false,true,2,"Turboprop","","[]","",2021
"""2021-09-16T00:00:00.000Z""","","Cologne","B748","N614UP","UPS",,"USA","","Incident","",true,true,"","","B748",false,true,4,"Jet","","[]","",2021
"""2021-09-17T00:00:00.000Z""","","Vancouver","A320","C-GKOD","Canada",,"CAN","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-09-17T00:00:00.000Z""","","Leon","A320","XA-VAP","VivaAeroBus",,"MEX","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
